00_data/pics/20180324/08/CAM-01_2018032408001521846008.jpg,3,69,327,405,477,102,339,425,479,326,182,420,275
00_data/pics/20180324/08/CAM-01_2018032408001521846022.jpg,1,93,341,413,479
00_data/pics/20180324/08/CAM-01_2018032408001521846035.jpg,1,86,340,393,480
00_data/pics/20180324/08/CAM-01_2018032408001521846049.jpg,2,56,318,407,480,131,336,405,480
00_data/pics/20180324/08/CAM-01_2018032408011521846062.jpg,2,123,325,406,479,125,334,401,480
00_data/pics/20180324/08/CAM-01_2018032408011521846076.jpg,1,147,325,412,478
00_data/pics/20180324/08/CAM-01_2018032408011521846090.jpg,3,66,319,404,480,125,336,403,480,339,207,477,292
00_data/pics/20180324/08/CAM-01_2018032408011521846103.jpg,2,100,339,410,480,338,202,477,291
00_data/pics/20180324/08/CAM-01_2018032408011521846117.jpg,2,87,341,419,480,337,211,472,292
00_data/pics/20180324/08/CAM-01_2018032408021521846131.jpg,3,73,328,405,476,95,340,413,480,335,207,470,292
00_data/pics/20180324/08/CAM-01_2018032408021521846144.jpg,3,135,337,402,480,134,335,499,480,339,206,473,292
00_data/pics/20180324/08/CAM-01_2018032408021521846158.jpg,2,94,340,412,479,340,204,476,294
00_data/pics/20180324/08/CAM-01_2018032408021521846171.jpg,2,142,340,420,479,347,210,449,286
00_data/pics/20180324/08/CAM-01_2018032408031521846185.jpg,2,146,339,420,479,439,192,587,293
00_data/pics/20180324/08/CAM-01_2018032408031521846199.jpg,3,144,328,429,477,145,339,427,479,538,157,586,260
00_data/pics/20180324/08/CAM-01_2018032408031521846213.jpg,3,135,338,425,480,122,337,529,480,538,167,586,256
00_data/pics/20180324/08/CAM-01_2018032408031521846229.jpg,3,142,337,596,480,138,338,426,480,449,160,544,231
00_data/pics/20180324/08/CAM-01_2018032408041521846242.jpg,3,142,339,421,480,147,347,409,476,455,160,543,230
00_data/pics/20180324/08/CAM-01_2018032408041521846255.jpg,2,135,338,427,480,445,157,549,223
00_data/pics/20180324/08/CAM-01_2018032408041521846269.jpg,2,128,339,427,480,447,158,548,222
00_data/pics/20180324/08/CAM-01_2018032408041521846282.jpg,2,109,340,432,480,448,158,551,220
00_data/pics/20180324/08/CAM-01_2018032408041521846296.jpg,3,140,328,433,477,144,337,428,480,437,158,552,220
00_data/pics/20180324/08/CAM-01_2018032408051521846309.jpg,2,143,339,432,478,444,158,550,219
00_data/pics/20180324/08/CAM-01_2018032408051521846323.jpg,3,142,338,436,480,144,338,480,480,330,182,432,280
00_data/pics/20180324/08/CAM-01_2018032408051521846337.jpg,2,143,336,489,480,311,194,442,281
00_data/pics/20180324/08/CAM-01_2018032408051521846351.jpg,2,103,341,457,476,306,192,441,283
00_data/pics/20180324/08/CAM-01_2018032408061521846364.jpg,2,111,343,429,478,327,187,422,281
00_data/pics/20180324/08/CAM-01_2018032408061521846377.jpg,2,110,342,434,478,332,184,433,282
00_data/pics/20180324/08/CAM-01_2018032408061521846391.jpg,2,75,344,444,477,331,184,434,281
00_data/pics/20180324/08/CAM-01_2018032408061521846404.jpg,2,88,341,444,477,366,181,441,277
00_data/pics/20180324/08/CAM-01_2018032408061521846418.jpg,2,69,342,451,477,368,180,443,277
00_data/pics/20180324/08/CAM-01_2018032408071521846432.jpg,3,182,331,460,475,185,336,456,480,351,186,447,279
00_data/pics/20180324/08/CAM-01_2018032408071521846446.jpg,3,116,323,461,478,144,328,472,475,341,193,466,281
00_data/pics/20180324/08/CAM-01_2018032408071521846459.jpg,2,147,330,471,474,354,188,447,279
00_data/pics/20180324/08/CAM-01_2018032408071521846473.jpg,3,118,327,459,477,153,338,466,479,354,186,449,279
00_data/pics/20180324/08/CAM-01_2018032408081521846487.jpg,3,176,330,466,475,380,173,417,274,379,175,419,251
00_data/pics/20180324/08/CAM-01_2018032408081521846500.jpg,2,165,337,464,480,470,155,572,227
00_data/pics/20180324/08/CAM-01_2018032408081521846513.jpg,3,76,322,246,480,81,329,244,480,473,153,585,225
00_data/pics/20180324/08/CAM-01_2018032408081521846528.jpg,2,337,334,635,480,377,209,588,345
00_data/pics/20180324/08/CAM-01_2018032408091521846541.jpg,3,422,176,604,336,337,336,635,480,419,184,602,340
00_data/pics/20180324/08/CAM-01_2018032408091521846555.jpg,4,339,337,633,480,422,197,605,342,507,153,599,205,416,163,617,344
00_data/pics/20180324/08/CAM-01_2018032408091521846568.jpg,2,340,338,634,480,420,185,591,345
00_data/pics/20180324/08/CAM-01_2018032408091521846583.jpg,3,339,338,634,479,420,192,603,342,510,153,598,201
00_data/pics/20180324/08/CAM-01_2018032408091521846597.jpg,2,419,193,605,342,341,338,631,480
00_data/pics/20180324/08/CAM-01_2018032408101521846610.jpg,2,341,338,631,480,420,193,600,342
00_data/pics/20180324/08/CAM-01_2018032408101521846624.jpg,3,414,121,438,168,339,337,633,480,417,187,577,345
00_data/pics/20180324/08/CAM-01_2018032408101521846640.jpg,4,339,338,633,480,420,197,605,342,426,184,605,326,510,153,598,201
00_data/pics/20180324/08/CAM-01_2018032408101521846653.jpg,3,336,339,637,479,360,185,579,349,356,168,580,343
00_data/pics/20180324/08/CAM-01_2018032408111521846667.jpg,3,335,338,637,480,363,185,580,350,357,167,580,344
00_data/pics/20180324/08/CAM-01_2018032408111521846681.jpg,3,335,337,638,480,374,199,555,347,509,153,596,226
00_data/pics/20180324/08/CAM-01_2018032408111521846694.jpg,3,315,319,640,479,375,216,619,341,508,154,597,222
00_data/pics/20180324/08/CAM-01_2018032408111521846707.jpg,2,278,316,634,479,376,198,562,344
00_data/pics/20180324/08/CAM-01_2018032408121521846721.jpg,1,365,212,608,401
00_data/pics/20180324/08/CAM-01_2018032408121521846735.jpg,2,373,198,566,427,511,153,594,224
00_data/pics/20180324/08/CAM-01_2018032408121521846749.jpg,2,358,197,583,421,513,154,596,207
00_data/pics/20180324/08/CAM-01_2018032408121521846763.jpg,3,355,212,613,403,373,208,621,410,512,153,595,204
00_data/pics/20180324/08/CAM-01_2018032408121521846779.jpg,2,448,216,574,386,445,216,587,386
00_data/pics/20180324/08/CAM-01_2018032408131521846792.jpg,1,375,217,585,357
00_data/pics/20180324/08/CAM-01_2018032408131521846806.jpg,1,373,216,583,357
00_data/pics/20180324/08/CAM-01_2018032408131521846820.jpg,1,368,204,589,371
00_data/pics/20180324/08/CAM-01_2018032408131521846833.jpg,1,373,216,583,354
00_data/pics/20180324/08/CAM-01_2018032408141521846847.jpg,1,370,206,589,369
00_data/pics/20180324/08/CAM-01_2018032408141521846860.jpg,1,373,215,584,354
00_data/pics/20180324/08/CAM-01_2018032408141521846874.jpg,2,374,214,583,352,512,154,595,204
00_data/pics/20180324/08/CAM-01_2018032408141521846887.jpg,1,372,214,587,351
00_data/pics/20180324/08/CAM-01_2018032408151521846901.jpg,1,377,216,585,356
00_data/pics/20180324/08/CAM-01_2018032408151521846914.jpg,1,376,217,583,354
00_data/pics/20180324/08/CAM-01_2018032408151521846927.jpg,2,375,206,589,370,514,155,595,207
00_data/pics/20180324/08/CAM-01_2018032408151521846940.jpg,2,376,215,581,353,510,154,595,206
00_data/pics/20180324/08/CAM-01_2018032408151521846953.jpg,1,378,215,582,354
