00_data/pics/20180322/01/CAM-01_2018032201001521648006.jpg,2,119,323,388,477,434,267,613,386
00_data/pics/20180322/01/CAM-01_2018032201001521648019.jpg,2,165,324,415,477,435,270,615,381
00_data/pics/20180322/01/CAM-01_2018032201001521648032.jpg,2,124,337,407,480,435,268,609,383
00_data/pics/20180322/01/CAM-01_2018032201001521648045.jpg,1,112,339,417,480
00_data/pics/20180322/01/CAM-01_2018032201001521648058.jpg,2,94,345,418,480,435,275,603,409
00_data/pics/20180322/01/CAM-01_2018032201011521648071.jpg,2,6,358,250,479,429,275,608,407
00_data/pics/20180322/01/CAM-01_2018032201011521648084.jpg,1,429,277,607,410
00_data/pics/20180322/01/CAM-01_2018032201011521648097.jpg,1,431,269,610,382
00_data/pics/20180322/01/CAM-01_2018032201011521648110.jpg,1,431,275,611,405
00_data/pics/20180322/01/CAM-01_2018032201021521648123.jpg,1,426,274,608,413
00_data/pics/20180322/01/CAM-01_2018032201021521648136.jpg,1,426,272,605,408
00_data/pics/20180322/01/CAM-01_2018032201021521648149.jpg,1,431,272,607,409
00_data/pics/20180322/01/CAM-01_2018032201021521648162.jpg,1,435,272,613,417
00_data/pics/20180322/01/CAM-01_2018032201021521648175.jpg,1,423,268,607,410
00_data/pics/20180322/01/CAM-01_2018032201031521648188.jpg,1,425,267,602,412
00_data/pics/20180322/01/CAM-01_2018032201031521648201.jpg,1,427,267,603,414
00_data/pics/20180322/01/CAM-01_2018032201031521648214.jpg,1,424,267,599,414
00_data/pics/20180322/01/CAM-01_2018032201031521648227.jpg,1,423,268,598,416
00_data/pics/20180322/01/CAM-01_2018032201041521648240.jpg,1,428,271,602,416
00_data/pics/20180322/01/CAM-01_2018032201041521648253.jpg,1,425,267,596,413
00_data/pics/20180322/01/CAM-01_2018032201041521648266.jpg,1,427,271,602,416
00_data/pics/20180322/01/CAM-01_2018032201041521648279.jpg,1,425,270,604,414
00_data/pics/20180322/01/CAM-01_2018032201041521648292.jpg,1,425,268,602,413
00_data/pics/20180322/01/CAM-01_2018032201051521648305.jpg,1,422,266,601,413
00_data/pics/20180322/01/CAM-01_2018032201051521648319.jpg,1,425,268,598,416
00_data/pics/20180322/01/CAM-01_2018032201051521648332.jpg,1,423,268,598,415
00_data/pics/20180322/01/CAM-01_2018032201051521648345.jpg,1,420,268,600,412
00_data/pics/20180322/01/CAM-01_2018032201051521648358.jpg,1,421,268,600,412
00_data/pics/20180322/01/CAM-01_2018032201061521648371.jpg,1,424,266,602,413
00_data/pics/20180322/01/CAM-01_2018032201061521648384.jpg,1,421,269,602,412
00_data/pics/20180322/01/CAM-01_2018032201061521648397.jpg,1,421,270,599,410
00_data/pics/20180322/01/CAM-01_2018032201061521648410.jpg,1,421,270,604,412
00_data/pics/20180322/01/CAM-01_2018032201071521648423.jpg,1,422,271,610,415
00_data/pics/20180322/01/CAM-01_2018032201071521648436.jpg,1,424,271,608,413
00_data/pics/20180322/01/CAM-01_2018032201071521648449.jpg,1,428,271,599,417
00_data/pics/20180322/01/CAM-01_2018032201071521648462.jpg,1,428,268,601,418
00_data/pics/20180322/01/CAM-01_2018032201071521648475.jpg,1,423,271,604,416
00_data/pics/20180322/01/CAM-01_2018032201081521648488.jpg,1,434,279,607,413
00_data/pics/20180322/01/CAM-01_2018032201081521648501.jpg,1,430,275,602,417
00_data/pics/20180322/01/CAM-01_2018032201081521648514.jpg,1,429,275,604,421
00_data/pics/20180322/01/CAM-01_2018032201081521648527.jpg,1,430,272,607,416
00_data/pics/20180322/01/CAM-01_2018032201091521648541.jpg,1,435,270,604,410
00_data/pics/20180322/01/CAM-01_2018032201091521648554.jpg,1,430,270,604,413
00_data/pics/20180322/01/CAM-01_2018032201091521648567.jpg,1,427,269,606,411
00_data/pics/20180322/01/CAM-01_2018032201091521648581.jpg,1,431,271,605,411
00_data/pics/20180322/01/CAM-01_2018032201091521648594.jpg,1,425,271,610,410
00_data/pics/20180322/01/CAM-01_2018032201101521648607.jpg,1,429,272,612,410
00_data/pics/20180322/01/CAM-01_2018032201101521648620.jpg,1,428,269,604,409
00_data/pics/20180322/01/CAM-01_2018032201101521648633.jpg,1,425,270,607,407
00_data/pics/20180322/01/CAM-01_2018032201101521648646.jpg,1,426,270,606,412
00_data/pics/20180322/01/CAM-01_2018032201101521648659.jpg,1,425,270,605,414
00_data/pics/20180322/01/CAM-01_2018032201111521648672.jpg,1,428,270,603,413
00_data/pics/20180322/01/CAM-01_2018032201111521648685.jpg,1,426,270,606,413
00_data/pics/20180322/01/CAM-01_2018032201111521648698.jpg,1,420,271,606,408
00_data/pics/20180322/01/CAM-01_2018032201111521648711.jpg,1,421,267,605,410
00_data/pics/20180322/01/CAM-01_2018032201121521648724.jpg,1,428,270,607,413
00_data/pics/20180322/01/CAM-01_2018032201121521648737.jpg,1,418,268,603,411
00_data/pics/20180322/01/CAM-01_2018032201121521648750.jpg,1,422,268,606,410
00_data/pics/20180322/01/CAM-01_2018032201121521648764.jpg,1,428,273,604,413
00_data/pics/20180322/01/CAM-01_2018032201131521648804.jpg,1,436,267,611,384
00_data/pics/20180322/01/CAM-01_2018032201131521648817.jpg,1,430,255,620,458
00_data/pics/20180322/01/CAM-01_2018032201131521648830.jpg,1,426,273,606,415
00_data/pics/20180322/01/CAM-01_2018032201141521648843.jpg,1,428,274,617,411
00_data/pics/20180322/01/CAM-01_2018032201141521648856.jpg,1,426,272,613,412
